17462,43255.44485108,43358.29233412,00003101,.,20190901,130000,0,0,.,0,0,0,0,0,0,0
17463,43255.44485108,43358.29233412,00003101,.,20190902,120000,0,0,.,0,0,0,0,0,0,0
17464,43255.44485108,43358.29233412,00003101,.,20190903,100000,0,0,.,0,0,0,0,0,0,0
17465,43255.44485108,43358.29233412,00003101,.,20190904,350000,0,0,.,0,0,0,0,0,0,0
17466,43255.44485108,43358.29233412,00003101,.,20190905,300000,0,0,.,0,0,0,0,0,0,0
17467,43255.44485108,43358.29233412,00003101,.,20190906,600000,0,0,.,0,0,0,0,0,0,0
17468,43255.44485108,43358.29233412,00003101,.,20190907,600000,0,0,.,0,0,0,0,0,0,0
17469,43255.44485108,43358.29233412,00003101,.,20190908,550000,0,0,.,0,0,0,0,0,0,0
17470,43255.44485108,43358.29233412,00003101,.,20190909,350000,0,0,.,0,0,0,0,0,0,0
17471,43255.44485108,43358.29233412,00003101,.,20190910,300000,0,0,.,0,0,0,0,0,0,0
17472,43255.44485108,43358.29233412,00003101,.,20190911,130000,0,0,.,0,0,0,0,0,0,0
17473,43255.44485108,43358.29233412,00003101,.,20190912,200000,0,0,.,0,0,0,0,0,0,0
17474,43255.44485108,43358.29233412,00003101,.,20190913,250000,0,0,.,0,0,0,0,0,0,0
17475,43255.44485108,43358.29233412,00003101,.,20190914,250000,0,0,.,0,0,0,0,0,0,0
17476,43255.44485108,43358.29233412,00003101,.,20190915,200000,0,0,.,0,0,0,0,0,0,0
17477,43255.44485108,43358.29233412,00003101,.,20190916,150000,0,0,.,0,0,0,0,0,0,0
17478,43255.44485108,43358.29233412,00003101,.,20190917,150000,0,0,.,0,0,0,0,0,0,0
17479,43255.44485108,43358.29233412,00003101,.,20190918,170000,0,0,.,0,0,0,0,0,0,0
17480,43255.44485108,43358.29233412,00003101,.,20190919,170000,0,0,.,0,0,0,0,0,0,0
17481,43255.44485108,43358.29233412,00003101,.,20190920,180000,0,0,.,0,0,0,0,0,0,0
17482,43255.44485108,43358.29233412,00003101,.,20190921,180000,0,0,.,0,0,0,0,0,0,0
17483,43255.44485108,43358.29233412,00003101,.,20190922,150000,0,0,.,0,0,0,0,0,0,0
17484,43255.44485108,43358.29233412,00003101,.,20190923,120000,0,0,.,0,0,0,0,0,0,0
17485,43255.44485108,43358.29233412,00003101,.,20190924,130000,0,0,.,0,0,0,0,0,0,0
17486,43255.44485108,43358.29233412,00003101,.,20190925,130000,0,0,.,0,0,0,0,0,0,0
17487,43255.44485108,43358.29233412,00003101,.,20190926,130000,0,0,.,0,0,0,0,0,0,0
17488,43255.44485108,43358.29233412,00003101,.,20190927,130000,0,0,.,0,0,0,0,0,0,0
17489,43255.44485108,43358.29233412,00003101,.,20190928,130000,0,0,.,0,0,0,0,0,0,0
17490,43255.44485108,43358.29233412,00003101,.,20190929,90000,0,0,.,0,0,0,0,0,0,0
17491,43255.44485108,43358.29233412,00003101,.,20190930,60000,0,0,.,0,0,0,0,0,0,0
